888dcc04-5f90-4aec-98e0-9e3976f477c2,location,precipitation_mm,temperature_c
2010-01-01T00:00:00,Top,0.0,11.6
2010-01-02T00:00:00,Top,12.7,13.0
2010-01-03T00:00:00,Top,0.0,12.1
2010-01-04T00:00:00,Top,0.0,14.0
2010-01-05T00:00:00,Top,0.0,11.8
2010-01-06T00:00:00,Top,1.1,13.5
2010-01-07T00:00:00,Top,3.5,9.3
2010-01-08T00:00:00,Top,0.0,6.1
2010-01-09T00:00:00,Top,5.9,4.8
2010-01-10T00:00:00,Top,0.0,7.9
2010-01-11T00:00:00,Top,0.0,5.8
2010-01-12T00:00:00,Top,0.0,5.3
2010-01-13T00:00:00,Top,0.0,4.3
2010-01-14T00:00:00,Top,0.0,3.1
2010-01-15T00:00:00,Top,0.0,6.3
2010-01-16T00:00:00,Top,0.0,7.6
2010-01-17T00:00:00,Top,0.0,6.1
2010-01-18T00:00:00,Top,16.9,7.4
2010-01-19T00:00:00,Top,1.0,6.9
2010-01-20T00:00:00,Top,1.2,4.9
2010-01-21T00:00:00,Top,1.7,3.9
2010-01-22T00:00:00,Top,0.0,11.4
2010-01-23T00:00:00,Top,0.0,8.4
2010-01-24T00:00:00,Top,0.0,4.3
2010-01-25T00:00:00,Top,0.0,6.2
2010-01-26T00:00:00,Top,7.8,7.6
2010-01-27T00:00:00,Top,0.0,8.4
2010-01-28T00:00:00,Top,0.0,9.1
2010-01-29T00:00:00,Top,0.0,6.4
2010-01-30T00:00:00,Top,0.0,9.2
2010-01-31T00:00:00,Top,0.0,7.9
2010-02-01T00:00:00,Top,0.0,10.8
2010-02-02T00:00:00,Top,0.0,10.2
2010-02-03T00:00:00,Top,0.0,8.8
2010-02-04T00:00:00,Top,0.0,8.5
2010-02-05T00:00:00,Top,0.0,7.8
2010-02-06T00:00:00,Top,0.0,8.2
2010-02-07T00:00:00,Top,0.0,6.8
2010-02-08T00:00:00,Top,0.0,4.7
2010-02-09T00:00:00,Top,0.0,4.2
2010-02-10T00:00:00,Top,0.0,5.2
2010-02-11T00:00:00,Top,0.0,3.1
2010-02-12T00:00:00,Top,0.0,0.4
2010-02-13T00:00:00,Top,0.0,2.4
2010-02-14T00:00:00,Top,0.0,4.4
2010-02-15T00:00:00,Top,0.0,2.9
2010-02-16T00:00:00,Top,0.0,1.4
2010-02-17T00:00:00,Top,0.0,2.2
2010-02-18T00:00:00,Top,1.8,3.4
2010-02-19T00:00:00,Top,0.0,3.9
2010-02-20T00:00:00,Top,2.6,4.1
2010-02-21T00:00:00,Top,0.0,5.4
2010-02-22T00:00:00,Top,0.0,2.1
2010-02-23T00:00:00,Top,0.9,5.4
2010-02-24T00:00:00,Top,1.7,6.9
2010-02-25T00:00:00,Top,1.0,8.4
2010-02-26T00:00:00,Top,0.0,5.0
2010-02-27T00:00:00,Top,7.1,9.2
2010-02-28T00:00:00,Top,0.0,3.2
2010-03-01T00:00:00,Top,0.0,6.0
2010-03-02T00:00:00,Top,0.0,6.8
2010-03-03T00:00:00,Top,0.0,5.3
2010-03-04T00:00:00,Top,0.0,2.7
2010-03-05T00:00:00,Top,3.8,1.6
2010-03-06T00:00:00,Top,0.0,4.4
2010-03-07T00:00:00,Top,0.0,0.8
2010-03-08T00:00:00,Top,0.0,-1.3
2010-03-09T00:00:00,Top,1.6,0.7
2010-03-10T00:00:00,Top,7.3,-1.5
2010-03-11T00:00:00,Top,3.9,2.3
2010-03-12T00:00:00,Top,0.0,1.0
2010-03-13T00:00:00,Top,2.0,-0.9
2010-03-14T00:00:00,Top,1.7,2.2
2010-03-15T00:00:00,Top,3.6,3.5
2010-03-16T00:00:00,Top,0.0,3.5
2010-03-17T00:00:00,Top,0.0,2.8
2010-03-18T00:00:00,Top,3.7,2.2
2010-03-19T00:00:00,Top,16.3,1.6
2010-03-20T00:00:00,Top,4.8,0.7
2010-03-21T00:00:00,Top,1.8,0.0
2010-03-22T00:00:00,Top,0.0,0.5
2010-03-23T00:00:00,Top,0.0,-0.5
2010-03-24T00:00:00,Top,0.0,-0.4
2010-03-25T00:00:00,Top,1.0,3.5
2010-03-26T00:00:00,Top,0.0,1.8
2010-03-27T00:00:00,Top,0.0,3.9
2010-03-28T00:00:00,Top,0.0,8.1
2010-03-29T00:00:00,Top,0.0,7.9
2010-03-30T00:00:00,Top,0.0,1.7
2010-03-31T00:00:00,Top,2.8,4.8
2010-04-01T00:00:00,Top,0.0,-0.1
2010-04-02T00:00:00,Top,0.0,-4.4
2010-04-03T00:00:00,Top,4.6,-1.6
2010-04-04T00:00:00,Top,4.7,4.0
2010-04-05T00:00:00,Top,8.3,2.8
2010-04-06T00:00:00,Top,3.1,2.6
2010-04-07T00:00:00,Top,0.0,-0.7
2010-04-08T00:00:00,Top,0.0,-2.6
2010-04-09T00:00:00,Top,0.0,-5.3
2010-04-10T00:00:00,Top,0.0,-4.4
2010-04-11T00:00:00,Top,0.6,-7.5
2010-04-12T00:00:00,Top,0.0,-2.7
2010-04-13T00:00:00,Top,1.2,2.6
2010-04-14T00:00:00,Top,9.1,1.9
2010-04-15T00:00:00,Top,0.0,-0.7
2010-04-16T00:00:00,Top,0.0,-1.8
2010-04-17T00:00:00,Top,0.0,-3.4
2010-04-18T00:00:00,Top,2.7,-0.4
2010-04-19T00:00:00,Top,0.0,0.7
2010-04-20T00:00:00,Top,1.7,0.4
2010-04-21T00:00:00,Top,0.0,-0.1
2010-04-22T00:00:00,Top,0.0,-5.6
2010-04-23T00:00:00,Top,1.6,-5.0
2010-04-24T00:00:00,Top,2.2,-0.5
2010-04-25T00:00:00,Top,0.0,-4.3
2010-04-26T00:00:00,Top,0.0,-3.2
2010-04-27T00:00:00,Top,0.0,-4.3
2010-04-28T00:00:00,Top,0.0,-2.0
2010-04-29T00:00:00,Top,0.0,-2.1
2010-04-30T00:00:00,Top,0.0,-2.4
2010-05-01T00:00:00,Top,0.0,-4.4
2010-05-02T00:00:00,Top,0.0,-7.9
2010-05-03T00:00:00,Top,0.0,-6.7
2010-05-04T00:00:00,Top,0.0,-8.3
2010-05-05T00:00:00,Top,0.0,-12.7
2010-05-06T00:00:00,Top,0.0,-12.6
2010-05-07T00:00:00,Top,0.0,-16.3
2010-05-08T00:00:00,Top,0.0,-11.8
2010-05-09T00:00:00,Top,0.0,-7.9
2010-05-10T00:00:00,Top,0.0,-5.0
2010-05-11T00:00:00,Top,1.0,-6.3
2010-05-12T00:00:00,Top,0.0,-10.6
2010-05-13T00:00:00,Top,0.0,-10.5
2010-05-14T00:00:00,Top,0.0,-3.6
2010-05-15T00:00:00,Top,0.0,-3.1
2010-05-16T00:00:00,Top,1.0,-6.8
2010-05-17T00:00:00,Top,7.5,-1.6
2010-05-18T00:00:00,Top,1.1,-2.5
2010-05-19T00:00:00,Top,1.8,-8.5
2010-05-20T00:00:00,Top,0.0,-3.4
2010-05-21T00:00:00,Top,7.5,-2.8
2010-05-22T00:00:00,Top,0.8,1.6
2010-05-23T00:00:00,Top,1.1,-1.6
2010-05-24T00:00:00,Top,0.0,2.2
2010-05-25T00:00:00,Top,18.1,1.7
2010-05-26T00:00:00,Top,0.0,3.2
2010-05-27T00:00:00,Top,0.0,3.6
2010-05-28T00:00:00,Top,0.0,1.6
2010-05-29T00:00:00,Top,0.0,-2.0
2010-05-30T00:00:00,Top,3.9,-3.4
2010-05-31T00:00:00,Top,0.0,3.9
2010-06-01T00:00:00,Top,0.0,3.4
2010-06-02T00:00:00,Top,0.0,4.1
2010-06-03T00:00:00,Top,0.0,4.0
2010-06-04T00:00:00,Top,0.0,0.2
2010-06-05T00:00:00,Top,0.0,-3.8
2010-06-06T00:00:00,Top,0.0,-4.6
2010-06-07T00:00:00,Top,0.0,-4.5
2010-06-08T00:00:00,Top,0.0,-2.0
2010-06-09T00:00:00,Top,0.0,0.0
2010-06-10T00:00:00,Top,0.0,3.5
2010-06-11T00:00:00,Top,0.0,5.2
2010-06-12T00:00:00,Top,0.0,3.9
2010-06-13T00:00:00,Top,0.0,6.3
2010-06-14T00:00:00,Top,0.0,6.7
2010-06-15T00:00:00,Top,0.0,1.1
2010-06-16T00:00:00,Top,0.0,2.9
2010-06-17T00:00:00,Top,0.0,4.3
2010-06-18T00:00:00,Top,0.0,4.6
2010-06-19T00:00:00,Top,0.0,4.0
2010-06-20T00:00:00,Top,0.0,1.9
2010-06-21T00:00:00,Top,0.9,1.6
2010-06-22T00:00:00,Top,0.0,8.4
2010-06-23T00:00:00,Top,0.0,9.0
2010-06-24T00:00:00,Top,0.0,7.7
2010-06-25T00:00:00,Top,0.0,7.3
2010-06-26T00:00:00,Top,0.0,5.2
2010-06-27T00:00:00,Top,0.0,6.6
2010-06-28T00:00:00,Top,0.0,10.1
2010-06-29T00:00:00,Top,6.8,7.8
2010-06-30T00:00:00,Top,0.8,4.9
2010-07-01T00:00:00,Top,3.3,3.0
2010-07-02T00:00:00,Top,0.0,-0.1
2010-07-03T00:00:00,Top,0.0,-0.4
2010-07-04T00:00:00,Top,0.0,0.0
2010-07-05T00:00:00,Top,0.0,0.0
2010-07-06T00:00:00,Top,0.0,1.8
2010-07-07T00:00:00,Top,5.7,3.6
2010-07-08T00:00:00,Top,0.9,0.3
2010-07-09T00:00:00,Top,0.0,-0.6
2010-07-10T00:00:00,Top,0.0,0.8
2010-07-11T00:00:00,Top,1.3,2.9
2010-07-12T00:00:00,Top,3.2,3.8
2010-07-13T00:00:00,Top,0.0,6.0
2010-07-14T00:00:00,Top,0.0,7.5
2010-07-15T00:00:00,Top,10.6,2.9
2010-07-16T00:00:00,Top,2.2,3.0
2010-07-17T00:00:00,Top,0.0,4.2
2010-07-18T00:00:00,Top,0.0,4.5
2010-07-19T00:00:00,Top,1.1,2.4
2010-07-20T00:00:00,Top,0.0,3.3
2010-07-21T00:00:00,Top,1.1,5.7
2010-07-22T00:00:00,Top,11.0,2.2
2010-07-23T00:00:00,Top,0.0,4.7
2010-07-24T00:00:00,Top,0.0,5.4
2010-07-25T00:00:00,Top,0.0,6.9
2010-07-26T00:00:00,Top,0.0,7.5
2010-07-27T00:00:00,Top,1.2,8.0
2010-07-28T00:00:00,Top,4.2,8.5
2010-07-29T00:00:00,Top,0.0,10.7
2010-07-30T00:00:00,Top,0.0,11.5
2010-07-31T00:00:00,Top,0.0,9.7
2010-08-01T00:00:00,Top,0.0,8.5
2010-08-02T00:00:00,Top,0.0,8.7
2010-08-03T00:00:00,Top,0.0,12.1
2010-08-04T00:00:00,Top,0.0,8.3
2010-08-05T00:00:00,Top,0.0,7.3
2010-08-06T00:00:00,Top,0.0,8.6
2010-08-07T00:00:00,Top,0.0,7.3
2010-08-08T00:00:00,Top,0.0,7.3
2010-08-09T00:00:00,Top,0.0,7.9
2010-08-10T00:00:00,Top,8.0,8.9
2010-08-11T00:00:00,Top,8.7,13.1
2010-08-12T00:00:00,Top,3.3,14.4
2010-08-13T00:00:00,Top,2.6,8.5
2010-08-14T00:00:00,Top,0.0,9.3
2010-08-15T00:00:00,Top,0.0,10.5
2010-08-16T00:00:00,Top,0.0,12.2
2010-08-17T00:00:00,Top,1.8,10.1
2010-08-18T00:00:00,Top,0.0,11.3
2010-08-19T00:00:00,Top,0.0,11.1
2010-08-20T00:00:00,Top,0.0,11.4
2010-08-21T00:00:00,Top,0.0,15.0
2010-08-22T00:00:00,Top,0.0,15.5
2010-08-23T00:00:00,Top,0.0,15.2
2010-08-24T00:00:00,Top,0.0,15.2
2010-08-25T00:00:00,Top,0.0,16.8
2010-08-26T00:00:00,Top,2.1,17.5
2010-08-27T00:00:00,Top,0.0,15.3
2010-08-28T00:00:00,Top,0.0,15.9
2010-08-29T00:00:00,Top,0.0,12.3
2010-08-30T00:00:00,Top,0.0,9.8
2010-08-31T00:00:00,Top,0.0,8.9
2010-09-01T00:00:00,Top,10.8,10.1
2010-09-02T00:00:00,Top,4.6,6.7
2010-09-03T00:00:00,Top,17.7,5.5
2010-09-04T00:00:00,Top,3.0,8.2
2010-09-05T00:00:00,Top,1.9,9.4
2010-09-06T00:00:00,Top,1.5,11.3
2010-09-07T00:00:00,Top,0.0,11.9
2010-09-08T00:00:00,Top,0.0,12.9
2010-09-09T00:00:00,Top,1.7,13.4
2010-09-10T00:00:00,Top,0.8,12.6
2010-09-11T00:00:00,Top,3.4,13.3
2010-09-12T00:00:00,Top,3.3,13.2
2010-09-13T00:00:00,Top,2.0,13.9
2010-09-14T00:00:00,Top,0.0,15.0
2010-09-15T00:00:00,Top,0.0,14.1
2010-09-16T00:00:00,Top,0.0,14.1
2010-09-17T00:00:00,Top,9.9,12.2
2010-09-18T00:00:00,Top,16.1,13.9
2010-09-19T00:00:00,Top,3.9,15.1
2010-09-20T00:00:00,Top,0.0,15.8
2010-09-21T00:00:00,Top,0.0,15.3
2010-09-22T00:00:00,Top,0.0,15.5
2010-09-23T00:00:00,Top,0.0,14.5
2010-09-24T00:00:00,Top,0.6,13.7
2010-09-25T00:00:00,Top,6.8,14.9
2010-09-26T00:00:00,Top,9.9,12.3
2010-09-27T00:00:00,Top,1.9,14.2
2010-09-28T00:00:00,Top,0.0,13.4
2010-09-29T00:00:00,Top,0.0,14.1
2010-09-30T00:00:00,Top,3.4,16.1
2010-10-01T00:00:00,Top,0.0,17.8
2010-10-02T00:00:00,Top,0.0,18.7
2010-10-03T00:00:00,Top,0.0,16.2
2010-10-04T00:00:00,Top,0.0,17.9
2010-10-05T00:00:00,Top,0.0,17.8
2010-10-06T00:00:00,Top,0.0,17.1
2010-10-07T00:00:00,Top,0.0,18.4
2010-10-08T00:00:00,Top,0.0,20.7
2010-10-09T00:00:00,Top,7.9,18.8
2010-10-10T00:00:00,Top,1.0,19.6
2010-10-11T00:00:00,Top,5.9,16.0
2010-10-12T00:00:00,Top,1.0,16.2
2010-10-13T00:00:00,Top,0.8,17.0
2010-10-14T00:00:00,Top,5.4,15.3
2010-10-15T00:00:00,Top,5.4,15.7
2010-10-16T00:00:00,Top,7.3,16.0
2010-10-17T00:00:00,Top,0.0,16.5
2010-10-18T00:00:00,Top,1.1,15.2
2010-10-19T00:00:00,Top,0.0,14.2
2010-10-20T00:00:00,Top,0.0,15.3
2010-10-21T00:00:00,Top,5.2,15.2
2010-10-22T00:00:00,Top,0.0,14.7
2010-10-23T00:00:00,Top,0.0,15.4
2010-10-24T00:00:00,Top,0.0,16.5
2010-10-25T00:00:00,Top,0.0,20.8
2010-10-26T00:00:00,Top,0.0,21.3
2010-10-27T00:00:00,Top,0.0,18.0
2010-10-28T00:00:00,Top,0.0,16.4
2010-10-29T00:00:00,Top,0.0,19.9
2010-10-30T00:00:00,Top,2.8,18.6
2010-10-31T00:00:00,Top,0.0,17.9
2010-11-01T00:00:00,Top,1.8,15.7
2010-11-02T00:00:00,Top,0.0,15.7
2010-11-03T00:00:00,Top,0.0,17.2
2010-11-04T00:00:00,Top,1.9,19.5
2010-11-05T00:00:00,Top,0.0,18.2
2010-11-06T00:00:00,Top,0.0,18.2
2010-11-07T00:00:00,Top,19.2,17.2
2010-11-08T00:00:00,Top,6.2,16.9
2010-11-09T00:00:00,Top,19.9,15.2
2010-11-10T00:00:00,Top,0.0,14.2
2010-11-11T00:00:00,Top,0.0,14.6
2010-11-12T00:00:00,Top,0.0,14.5
2010-11-13T00:00:00,Top,0.0,16.8
2010-11-14T00:00:00,Top,0.0,16.8
2010-11-15T00:00:00,Top,0.0,16.0
2010-11-16T00:00:00,Top,0.0,18.1
2010-11-17T00:00:00,Top,0.0,16.8
2010-11-18T00:00:00,Top,0.0,18.2
2010-11-19T00:00:00,Top,3.1,16.9
2010-11-20T00:00:00,Top,0.0,19.5
2010-11-21T00:00:00,Top,0.0,16.6
2010-11-22T00:00:00,Top,0.0,16.4
2010-11-23T00:00:00,Top,17.9,15.4
2010-11-24T00:00:00,Top,6.1,14.9
2010-11-25T00:00:00,Top,2.1,14.8
2010-11-26T00:00:00,Top,1.6,14.8
2010-11-27T00:00:00,Top,11.4,14.4
2010-11-28T00:00:00,Top,0.0,11.4
2010-11-29T00:00:00,Top,1.3,10.7
2010-11-30T00:00:00,Top,0.0,16.2
2010-12-01T00:00:00,Top,5.4,16.6
2010-12-02T00:00:00,Top,29.0,15.3
2010-12-03T00:00:00,Top,6.7,14.0
2010-12-04T00:00:00,Top,0.0,14.5
2010-12-05T00:00:00,Top,0.0,16.6
2010-12-06T00:00:00,Top,0.0,15.0
2010-12-07T00:00:00,Top,0.0,14.9
2010-12-08T00:00:00,Top,1.4,11.4
2010-12-09T00:00:00,Top,0.0,11.5
2010-12-10T00:00:00,Top,0.0,11.5
2010-12-11T00:00:00,Top,0.0,9.8
2010-12-12T00:00:00,Top,0.0,16.0
2010-12-13T00:00:00,Top,1.0,17.4
2010-12-14T00:00:00,Top,0.0,12.8
2010-12-15T00:00:00,Top,0.0,11.5
2010-12-16T00:00:00,Top,5.6,11.3
2010-12-17T00:00:00,Top,0.0,12.9
2010-12-18T00:00:00,Top,0.0,13.7
2010-12-19T00:00:00,Top,1.6,15.0
2010-12-20T00:00:00,Top,6.2,11.5
2010-12-21T00:00:00,Top,1.4,10.9
2010-12-22T00:00:00,Top,0.0,9.5
2010-12-23T00:00:00,Top,14.1,8.5
2010-12-24T00:00:00,Top,3.3,9.6
2010-12-25T00:00:00,Top,0.0,10.0
2010-12-26T00:00:00,Top,0.0,7.3
2010-12-27T00:00:00,Top,3.5,8.8
2010-12-28T00:00:00,Top,12.9,11.4
2010-12-29T00:00:00,Top,1.6,12.4
2010-12-30T00:00:00,Top,2.0,10.0
2010-12-31T00:00:00,Top,2.1,9.9
2011-01-01T00:00:00,Top,2.6,10.0
2011-01-02T00:00:00,Top,2.4,12.3
2011-01-03T00:00:00,Top,0.0,12.3
2011-01-04T00:00:00,Top,4.3,11.2
2011-01-05T00:00:00,Top,2.8,9.7
2011-01-06T00:00:00,Top,0.0,7.7
2011-01-07T00:00:00,Top,0.0,7.5
2011-01-08T00:00:00,Top,0.0,8.9
2011-01-09T00:00:00,Top,0.0,8.5
2011-01-10T00:00:00,Top,0.0,6.5
2011-01-11T00:00:00,Top,0.0,4.7
2011-01-12T00:00:00,Top,0.0,5.0
2011-01-13T00:00:00,Top,0.0,2.7
2011-01-14T00:00:00,Top,0.0,4.4
2011-01-15T00:00:00,Top,3.2,5.9
2011-01-16T00:00:00,Top,16.2,7.7
2011-01-17T00:00:00,Top,0.0,6.9
2011-01-18T00:00:00,Top,1.6,9.6
2011-01-19T00:00:00,Top,5.1,9.8
2011-01-20T00:00:00,Top,3.2,12.3
2011-01-21T00:00:00,Top,10.0,8.4
2011-01-22T00:00:00,Top,0.7,7.9
2011-01-23T00:00:00,Top,0.0,4.1
2011-01-24T00:00:00,Top,0.0,4.0
2011-01-25T00:00:00,Top,0.0,5.0
2011-01-26T00:00:00,Top,0.0,0.9
2011-01-27T00:00:00,Top,0.0,1.1
2011-01-28T00:00:00,Top,0.0,-0.8
2011-01-29T00:00:00,Top,0.0,-3.1
2011-01-30T00:00:00,Top,3.9,2.4
2011-01-31T00:00:00,Top,1.7,3.4
2011-02-01T00:00:00,Top,0.0,2.1
2011-02-02T00:00:00,Top,2.2,7.1
2011-02-03T00:00:00,Top,0.0,7.8
2011-02-04T00:00:00,Top,0.0,4.8
2011-02-05T00:00:00,Top,0.0,2.6
2011-02-06T00:00:00,Top,0.0,2.9
2011-02-07T00:00:00,Top,0.0,1.3
2011-02-08T00:00:00,Top,0.0,2.5
2011-02-09T00:00:00,Top,0.0,0.8
2011-02-10T00:00:00,Top,0.0,-1.6
2011-02-11T00:00:00,Top,1.2,6.2
2011-02-12T00:00:00,Top,1.5,8.0
2011-02-13T00:00:00,Top,0.0,4.9
2011-02-14T00:00:00,Top,0.0,1.4
2011-02-15T00:00:00,Top,2.1,9.0
2011-02-16T00:00:00,Top,0.0,6.5
2011-02-17T00:00:00,Top,0.0,6.5
2011-02-18T00:00:00,Top,0.0,6.1
2011-02-19T00:00:00,Top,0.0,4.9
2011-02-20T00:00:00,Top,0.0,4.3
2011-02-21T00:00:00,Top,0.0,5.8
2011-02-22T00:00:00,Top,0.0,6.6
2011-02-23T00:00:00,Top,0.0,6.3
2011-02-24T00:00:00,Top,0.0,6.3
2011-02-25T00:00:00,Top,1.8,5.4
2011-02-26T00:00:00,Top,0.0,1.6
2011-02-27T00:00:00,Top,0.0,2.8
2011-02-28T00:00:00,Top,13.7,2.8
2011-03-01T00:00:00,Top,5.9,0.9
2011-03-02T00:00:00,Top,2.3,-0.9
2011-03-03T00:00:00,Top,1.3,-3.1
2011-03-04T00:00:00,Top,0.0,-6.0
2011-03-05T00:00:00,Top,0.0,-10.2
2011-03-06T00:00:00,Top,0.0,-15.2
2011-03-07T00:00:00,Top,5.4,-9.1
2011-03-08T00:00:00,Top,6.8,-3.8
2011-03-09T00:00:00,Top,0.0,-2.2
2011-03-10T00:00:00,Top,0.8,-5.6
2011-03-11T00:00:00,Top,0.0,-7.6
2011-03-12T00:00:00,Top,1.9,-11.1
2011-03-13T00:00:00,Top,0.0,-6.1
2011-03-14T00:00:00,Top,5.0,-3.6
2011-03-15T00:00:00,Top,0.0,-6.8
2011-03-16T00:00:00,Top,0.0,-11.4
2011-03-17T00:00:00,Top,1.0,-8.3
2011-03-18T00:00:00,Top,3.5,-0.5
2011-03-19T00:00:00,Top,1.0,0.5
2011-03-20T00:00:00,Top,1.3,0.1
2011-03-21T00:00:00,Top,1.8,-1.7
2011-03-22T00:00:00,Top,0.0,-2.6
2011-03-23T00:00:00,Top,0.0,-3.2
2011-03-24T00:00:00,Top,0.9,-4.2
2011-03-25T00:00:00,Top,0.9,-3.9
2011-03-26T00:00:00,Top,1.3,-3.8
2011-03-27T00:00:00,Top,2.7,-3.3
2011-03-28T00:00:00,Top,3.9,-2.7
2011-03-29T00:00:00,Top,3.7,0.0
2011-03-30T00:00:00,Top,0.0,-0.3
2011-03-31T00:00:00,Top,0.0,-4.3
2011-04-01T00:00:00,Top,3.5,0.2
2011-04-02T00:00:00,Top,1.0,3.1
2011-04-03T00:00:00,Top,3.8,2.8
2011-04-04T00:00:00,Top,0.0,4.3
2011-04-05T00:00:00,Top,0.0,1.2
2011-04-06T00:00:00,Top,1.3,-0.1
2011-04-07T00:00:00,Top,0.0,2.4
2011-04-08T00:00:00,Top,0.0,-2.9
2011-04-09T00:00:00,Top,0.0,-2.6
2011-04-10T00:00:00,Top,4.4,-0.9
2011-04-11T00:00:00,Top,0.0,0.1
2011-04-12T00:00:00,Top,0.0,-0.9
2011-04-13T00:00:00,Top,1.6,-2.1
2011-04-14T00:00:00,Top,0.0,-2.8
2011-04-15T00:00:00,Top,0.0,-4.9
2011-04-16T00:00:00,Top,0.0,-7.8
2011-04-17T00:00:00,Top,1.0,-5.9
2011-04-18T00:00:00,Top,5.8,-4.4
2011-04-19T00:00:00,Top,0.0,-4.0
2011-04-20T00:00:00,Top,0.0,-4.6
2011-04-21T00:00:00,Top,0.0,-13.6
2011-04-22T00:00:00,Top,0.8,-17.6
2011-04-23T00:00:00,Top,0.0,-5.0
2011-04-24T00:00:00,Top,0.0,-7.9
2011-04-25T00:00:00,Top,0.0,-15.1
2011-04-26T00:00:00,Top,0.0,-14.6
2011-04-27T00:00:00,Top,0.0,-16.9
2011-04-28T00:00:00,Top,0.0,-13.3
2011-04-29T00:00:00,Top,0.0,-5.0
2011-04-30T00:00:00,Top,2.2,-3.2
2011-05-01T00:00:00,Top,0.0,1.9
2011-05-02T00:00:00,Top,0.0,1.8
2011-05-03T00:00:00,Top,1.8,3.0
2011-05-04T00:00:00,Top,0.0,1.4
2011-05-05T00:00:00,Top,0.0,-3.9
2011-05-06T00:00:00,Top,0.0,-5.1
2011-05-07T00:00:00,Top,0.0,-4.8
2011-05-08T00:00:00,Top,1.7,-1.3
2011-05-09T00:00:00,Top,2.5,0.6
2011-05-10T00:00:00,Top,7.0,-1.5
2011-05-11T00:00:00,Top,2.0,-0.9
2011-05-12T00:00:00,Top,2.1,-1.9
2011-05-13T00:00:00,Top,0.0,-3.8
2011-05-14T00:00:00,Top,2.0,-5.6
2011-05-15T00:00:00,Top,2.8,-4.8
2011-05-16T00:00:00,Top,2.2,-2.0
2011-05-17T00:00:00,Top,2.0,-3.4
2011-05-18T00:00:00,Top,0.0,-0.1
2011-05-19T00:00:00,Top,0.0,0.1
2011-05-20T00:00:00,Top,0.0,0.7
2011-05-21T00:00:00,Top,0.7,0.2
2011-05-22T00:00:00,Top,0.7,-1.2
2011-05-23T00:00:00,Top,0.0,-1.3
2011-05-24T00:00:00,Top,0.0,-2.4
2011-05-25T00:00:00,Top,0.0,-6.8
2011-05-26T00:00:00,Top,0.0,-4.7
2011-05-27T00:00:00,Top,0.0,-4.4
2011-05-28T00:00:00,Top,0.0,-5.5
2011-05-29T00:00:00,Top,0.0,-8.6
2011-05-30T00:00:00,Top,0.0,-4.1
2011-05-31T00:00:00,Top,0.0,1.5
2011-06-01T00:00:00,Top,0.0,0.6
2011-06-02T00:00:00,Top,0.0,1.1
2011-06-03T00:00:00,Top,0.0,-0.9
2011-06-04T00:00:00,Top,0.0,-1.3
2011-06-05T00:00:00,Top,0.0,0.4
2011-06-06T00:00:00,Top,0.0,2.4
2011-06-07T00:00:00,Top,0.0,2.2
2011-06-08T00:00:00,Top,0.0,-4.0
2011-06-09T00:00:00,Top,0.0,-5.6
2011-06-10T00:00:00,Top,0.0,-6.1
2011-06-11T00:00:00,Top,0.0,-9.1
2011-06-12T00:00:00,Top,0.0,-8.8
2011-06-13T00:00:00,Top,0.0,-4.1
2011-06-14T00:00:00,Top,0.0,-6.8
2011-06-15T00:00:00,Top,0.0,-10.4
2011-06-16T00:00:00,Top,0.0,-10.4
2011-06-17T00:00:00,Top,0.0,-6.2
2011-06-18T00:00:00,Top,0.0,-2.9
2011-06-19T00:00:00,Top,0.0,-6.0
2011-06-20T00:00:00,Top,0.0,-6.7
2011-06-21T00:00:00,Top,0.0,-5.1
2011-06-22T00:00:00,Top,0.0,-5.0
2011-06-23T00:00:00,Top,0.0,-6.7
2011-06-24T00:00:00,Top,0.0,-5.5
2011-06-25T00:00:00,Top,0.0,-4.6
2011-06-26T00:00:00,Top,0.0,-2.9
2011-06-27T00:00:00,Top,0.0,-1.7
2011-06-28T00:00:00,Top,0.0,-1.5
2011-06-29T00:00:00,Top,0.0,-0.8
2011-06-30T00:00:00,Top,0.0,-2.3
2011-07-01T00:00:00,Top,0.0,-0.9
2011-07-02T00:00:00,Top,0.0,-1.8
2011-07-03T00:00:00,Top,0.0,-1.9
2011-07-04T00:00:00,Top,0.0,-0.7
2011-07-05T00:00:00,Top,0.0,1.1
2011-07-06T00:00:00,Top,0.0,1.3
2011-07-07T00:00:00,Top,0.0,0.6
2011-07-08T00:00:00,Top,0.0,-0.2
2011-07-09T00:00:00,Top,0.0,0.6
2011-07-10T00:00:00,Top,0.0,-1.4
2011-07-11T00:00:00,Top,0.0,-0.9
2011-07-12T00:00:00,Top,0.0,-0.4
2011-07-13T00:00:00,Top,0.0,1.6
2011-07-14T00:00:00,Top,12.4,2.1
2011-07-15T00:00:00,Top,4.0,2.0
2011-07-16T00:00:00,Top,0.0,4.3
2011-07-17T00:00:00,Top,3.2,5.8
2011-07-18T00:00:00,Top,4.2,5.1
2011-07-19T00:00:00,Top,1.5,9.0
2011-07-20T00:00:00,Top,8.1,8.2
2011-07-21T00:00:00,Top,1.5,7.1
2011-07-22T00:00:00,Top,0.0,6.1
2011-07-23T00:00:00,Top,0.0,6.8
2011-07-24T00:00:00,Top,2.2,5.5
2011-07-25T00:00:00,Top,0.0,8.1
2011-07-26T00:00:00,Top,0.0,7.5
2011-07-27T00:00:00,Top,0.0,8.7
2011-07-28T00:00:00,Top,0.0,7.3
